test_loss,test_correct,test_dataset_length,test_accuracy,train_loss,train_correct,train_dataset_length,train_accuracy
0.001179494857788086,6198,10000,61.98,0.01784498786330223,31564,50000,63.128
0.0012711809992790222,5773,10000,57.73,0.019016368670463562,29315,50000,58.63
0.001224266803264618,6053,10000,60.53,0.018739081691503526,30501,50000,61.002
0.0012771966934204103,5908,10000,59.08,0.01941107076525688,29661,50000,59.322
0.0011241979956626892,6382,10000,63.82,0.01677073931455612,32429,50000,64.858
0.0011304795622825623,6399,10000,63.99,0.017118830181360244,32605,50000,65.21
0.0010925707221031188,6440,10000,64.4,0.016446326653957368,32627,50000,65.254
0.0010539802551269531,6375,10000,63.75,0.01578294355034828,32358,50000,64.716
0.0011470401406288148,6356,10000,63.56,0.017149683941602708,32623,50000,65.246
0.0011290198922157288,6203,10000,62.03,0.016961441295146942,31542,50000,63.084
