test_loss,test_correct,test_dataset_length,test_accuracy,train_loss,train_correct,train_dataset_length,train_accuracy
4.54913567751646e-05,9843,10000,98.43,0.0006983865033602342,59193,60000,98.655
3.5681373253464696e-05,9878,10000,98.78,0.0004336109969308988,59508,60000,99.18
