train_loss,train_correct,train_dataset_length,train_accuracy,test_loss,test_correct,test_dataset_length,test_accuracy
0.000805454910621241,59070,60000,98.45,5.442205742001534e-05,9819,10000,98.19
0.0005170347161401878,59401,60000,99.00166666666667,3.899870794266462e-05,9876,10000,98.76
0.0003557179822399727,59582,60000,99.30333333333333,3.3979851566255094e-05,9888,10000,98.88
0.00029513151037695025,59662,60000,99.43666666666667,3.1928038224577905e-05,9894,10000,98.94
0.00023732470706536334,59730,60000,99.55,2.8484758920967577e-05,9913,10000,99.13
