epoch,train_psnr,test_psnr,train_loss
1,7.264407754783709,7.398927446467312,1.109269481152296
2,14.947962425340048,14.711992186952589,0.09892156720161438
3,14.923229758228745,14.47229864373144,0.03465664153918624
4,15.804087982963704,15.873604930831235,0.031919573433697224
5,16.251476476664134,16.165622261798376,0.024482041131705046
6,17.136264068926955,16.80461114114636,0.022771787829697132
7,17.859278371849676,17.333035247159344,0.020116019528359175
8,17.99899649118384,17.731006211406854,0.01742870733141899
9,18.173846107791892,18.002252762406783,0.016075027408078313
10,18.495673274847867,17.960631077484425,0.015826694201678038
11,18.49130066037941,18.331068434641626,0.014639616711065173
12,18.764599355137122,18.52283853358194,0.013305304106324911
13,19.08731186167106,18.730188368525074,0.012426013126969337
14,19.035248038134185,18.764220013735322,0.012915297411382198
15,19.015289961631957,18.896397537176938,0.012594861909747124
16,19.504056084816625,19.10417183040329,0.01180684962309897
17,19.07131387338434,19.009395299896013,0.011886085150763392
18,19.66088067463255,19.237817225456258,0.01119047193787992
19,19.682472083689287,19.4179643583365,0.010580694302916527
20,19.578228824037875,19.443947884731326,0.01019206759519875
21,20.06939682628029,19.63299029213017,0.010532269719988108
22,19.677126710273615,19.72835857751921,0.009453804697841406
23,19.990293727610837,19.79466170105252,0.009056122624315321
24,20.562952340995626,19.857970285786863,0.00955148902721703
25,20.6566995034696,19.794491571133833,0.010128432884812355
26,20.05060973619333,19.80125869732937,0.008907614392228425
27,20.602181741568337,20.06900038084012,0.009113085805438459
28,20.389441036737136,20.202339284446033,0.008773032808676362
29,20.75082382502723,20.26902747033654,0.009077143156901002
30,21.09232870626487,20.336904288423746,0.008872412145137787
31,20.36308543979451,20.345040542656683,0.008292225073091686
32,20.571623414725146,20.35310476064059,0.00844687398057431
33,20.527154123523367,20.36101739640072,0.008719092234969139
34,20.78474770499715,20.36802075951492,0.008384195156395435
35,20.572379912928323,20.374929167067126,0.008358684834092855
36,20.54724696481577,20.381861830717554,0.008782617980614305
37,20.956019175245686,20.389030740160045,0.008625096874311566
38,20.63057247884669,20.396009895303713,0.008368636248633265
39,20.967124112285518,20.402079058985123,0.008193417103029788
40,21.050190103361704,20.409288557642835,0.008618098916485906
41,20.707185901652856,20.416591067799416,0.008095456520095468
42,20.63436129138546,20.423494295766904,0.00871580420061946
43,20.86495444519753,20.43010170606639,0.008369637187570333
44,20.797850888511444,20.437446483742228,0.008660433581098914
45,20.72690372616566,20.44469481953918,0.008592880563810468
46,20.700884054829295,20.45188076815692,0.008408668683841825
47,20.371229022408205,20.459129877229824,0.00888235867023468
48,20.878434527721208,20.46618846617154,0.008308116113767028
49,20.763751071689157,20.473750653241403,0.008610557997599244
50,20.746989800189326,20.480899483196357,0.008655619341880083
51,20.93379543695275,20.488081823743464,0.008103113737888634
52,20.558719301690815,20.495470090585208,0.008180678123608232
53,20.734816506953436,20.50284460891693,0.008033828111365438
54,20.843409696147265,20.510025609959925,0.007893588510341942
55,20.87831890193119,20.517292316024246,0.008264697273261845
56,20.511518362190643,20.524494071082895,0.008402459090575576
57,20.551837085338445,20.53165338833162,0.007847948931157589
58,21.00085310043515,20.539502266189178,0.008052350720390677
59,21.01892946898075,20.546507488320312,0.008376448065973818
60,20.856529627163784,20.553758812750097,0.008300794288516045
61,20.82760120112009,20.554506899783227,0.008400065475143492
62,20.62286835675247,20.555360832271752,0.008156092604622245
63,20.51158788225672,20.556152409423202,0.00795525242574513
64,21.295965681790122,20.556927577734328,0.008069399860687554
65,20.95324976020191,20.557733237328687,0.007763581001199782
66,20.810658295866617,20.558446591541134,0.0077247777953743935
67,21.408073022495735,20.559152242185107,0.007873674505390227
68,20.874449909972952,20.560025954214545,0.008518939488567412
69,20.880704793118856,20.560850597778195,0.008061815868131816
70,21.030108399856836,20.56166066800758,0.008451441186480224
71,21.08092995661628,20.562437280586888,0.008343877620063722
72,20.739295984181016,20.563310272360546,0.0077065040823072195
73,21.16735942558913,20.56416916177163,0.007818215643055737
74,21.19950690901436,20.564954975613468,0.00755833787843585
75,20.993391644430307,20.565680574782217,0.008393785334192216
76,20.941641519755514,20.566528412460812,0.008509068749845028
77,20.838285371176624,20.567471365487403,0.008277934626676142
78,20.917649245719275,20.568294197044455,0.00804188137408346
79,20.813865661795795,20.56917390033382,0.007989551988430321
80,20.72749819630852,20.57005701025632,0.008057224098592997
81,20.732687389211783,20.570897860884397,0.00742820231243968
82,21.127664120228587,20.571695504883696,0.007630231091752648
83,20.86870455788968,20.57250483191625,0.008008307893760502
84,20.757404313540942,20.573332310166407,0.008826730772852898
85,20.771192376060036,20.57432290696233,0.008286207797937095
86,21.041465226508425,20.57525046917118,0.007921827724203467
87,20.975898599628334,20.57616529771031,0.008502881973981857
88,20.736128951767753,20.577104802274153,0.008095760364085436
89,20.79903361961609,20.578097184133448,0.008045507594943047
90,21.06884969363658,20.579040341848298,0.008661126834340394
91,20.826332424653135,20.579139244331095,0.008083840948529541
92,21.202992283465903,20.579260333615196,0.007858052616938949
93,20.990151033819924,20.579375417781524,0.007476359372958541
94,20.991436687478945,20.579464621663078,0.008473310386762023
95,21.24703888037511,20.579547356434475,0.008073803735896945
96,20.651199062836458,20.579637488286494,0.008449767483398318
97,20.756154017064652,20.57973963998013,0.008582901558838785
98,21.592878652979238,20.57985473684852,0.007905596634373069
99,20.811731324254733,20.579959204920016,0.00818256859201938
100,21.06424396475227,20.580061364181216,0.007496121688745916
101,20.995191459134386,20.58014965760536,0.007907659513875842
102,21.010771089322205,20.580243962512075,0.008696260279975832
103,20.587673777038443,20.580348902241916,0.00816995813511312
104,21.218099383119544,20.5804575429596,0.008789150626398623
105,21.549775948069446,20.58056664871334,0.00873926654458046
106,20.889306775693992,20.58066373664641,0.0077057069865986705
107,21.077665539628835,20.58076683716105,0.008004019502550364
108,21.168632887594207,20.580878724793806,0.008826269768178463
109,20.90868275013367,20.581000787317194,0.007879434386268258
110,21.13259585616958,20.58111268097747,0.00786777341272682
111,20.6643926176709,20.581221803191386,0.007981922361068428
112,21.137311863957628,20.581335089746418,0.008253292529843748
113,21.16914359537848,20.58144606719626,0.008028176496736705
114,20.75454814828698,20.58154363721354,0.008207022328861058
115,20.942463316774468,20.581644908886297,0.008152763010002673
116,20.94004747929623,20.581753119584747,0.00865584600251168
117,21.049022576091293,20.58185717087598,0.007880438352003694
118,20.89996413453025,20.5819713989418,0.008242894080467522
119,21.031331241794472,20.582083780092315,0.00921367492992431
120,21.1649305663854,20.582197089134702,0.008256682427600026
121,20.796586217228622,20.58220865144811,0.00825570896267891
122,21.305836944021237,20.582220676286703,0.007769119692966342
123,20.906967487159612,20.582231776167266,0.008457774296402931
124,20.85718951398146,20.58224472606378,0.008126806817017496
125,20.97999797640486,20.58226045099003,0.007784260786138475
126,20.789874322413073,20.582273863472118,0.007896435796283185
127,20.73608571210439,20.58228773849718,0.007975650718435645
128,20.878001310929097,20.58230161356657,0.008433041744865477
129,20.944549313450757,20.58231595118484,0.008230497129261494
130,21.086916217812785,20.582329363838333,0.007975799031555653
131,20.66482536873574,20.58234277653325,0.0074491428676992655
132,20.894891258705464,20.582357114287415,0.008521992829628289
133,21.12487434301269,20.582371452088918,0.007712618564255536
134,20.636465638708092,20.582385327425765,0.008284878567792475
135,20.889541568620434,20.58239920280694,0.007658182410523295
136,20.79573814753703,20.582412615717548,0.007647788384929299
137,20.89190552978333,20.582425103637078,0.00836868304759264
138,20.85937509128318,20.58243759159251,0.008192074252292514
139,21.189590230638792,20.582450079583857,0.007952824351377785
140,20.96350738417527,20.582462567611117,0.008561684982851148
141,20.860966364737422,20.582475055674276,0.008233253727667034
142,21.043786090633816,20.58248754377335,0.008897615829482675
143,20.793542181300428,20.582500031908335,0.008154260111041367
144,20.763751685330046,20.582512520079227,0.008159435936249793
145,20.96391216754742,20.582524545759213,0.008080536150373518
146,21.0057900726323,20.58253703400059,0.007711130892857909
147,20.77267301783612,20.582549984807365,0.007602846482768655
148,20.972370802765113,20.58256201059109,0.008189041400328279
149,21.12633082807656,20.58257542400453,0.008865907089784741
150,20.910210221215824,20.582589299993064,0.007576948031783104
151,21.075529450041692,20.582590687594355,0.008309368160553277
152,21.00601797251625,20.582591612662135,0.00784325588028878
153,20.849654257613125,20.5825925377301,0.007661269162781537
154,21.095366139321314,20.582593462798272,0.008225986617617309
155,21.01614334849277,20.58259485040089,0.008470299653708935
156,21.59467825064042,20.58259623800396,0.008222226519137621
157,21.252402335962863,20.58259716307291,0.008097010315395892
158,21.40382664829196,20.582598550676718,0.008039205335080624
159,20.89460217959021,20.582599938280964,0.008145307074300945
160,21.14094739217608,20.58260086335071,0.00820560462307185
161,20.87482372342552,20.582601788420654,0.007956959772855043
162,20.957790332990783,20.58260271349079,0.008147849352099001
163,20.752895348811325,20.582604101096365,0.00785125745460391
164,20.80205848297705,20.582605488702388,0.008823945536278188
165,21.502032982507572,20.58260687630885,0.007828565430827439
166,20.631145931614633,20.582607801380078,0.007714106701314449
